Ticker,Company,Exchange,Market Cap
A,Agilent Technologies,NYSE,43564658688.0
AA,Alcoa Inc.,NYSE,8889996288.0
AAT,American Assets Trust,NYSE,1910890240.0
AB,Alliance Capital Management L.P.,NYSE,4563489792.0
ABBV,Abbvie Inc. Common Stock,NYSE,312660066304.0
ABM,Abm Industries Incorporated,NYSE,3310775808.0
ABR,Arbor Realty Trust,NYSE,2520759040.0
ABT,Abbot Laboratories,NYSE,224439123968.0
ACI,Arch Coal,NYSE,11526746112.0
ACM,Aecom Technology Corp.,NYSE,14168498176.0
ACN,Accenture Plc.,NYSE,238686306304.0
ACP,Avenue Income Credit Strategies,NYSE,750943936.0
ACRE,Ares Commercial Real Estate Cor,NYSE,315526624.0
ACT,Actavis Inc.,NYSE,5241224192.0
ADC,Agree Realty Corp.,NYSE,8105481728.0
ADM,Archer-Daniels-Midland Company,NYSE,24730638336.0
ADT,Adt Corporation Common Stock W,NYSE,6776153600.0
ADX,Adams Express Company,NYSE,2294334720.0
AEE,Ameren Corp.,NYSE,24880359424.0
AEF,Aegon Nv,NYSE,271014624.0
AEG,Aegon Nv,NYSE,10723883008.0
AEM,Agnico-Eagle Mines Limited,NYSE,44775436288.0
AEO,American Eagle Outfitters,NYSE,3245563392.0
AEP,American Electric Power Company,NYSE,53799714816.0
AER,Aercap Holdings N.V.,NYSE,18185717760.0
AES,The Aes Corp.,NYSE,7735973888.0
AFB,Alliance National Municipal,NYSE,317113728.0
AFG,American Financial Group  ,NYSE,11648824320.0
AFL,Aflac Incorporated,NYSE,60135907328.0
AG,First Majestic Silver,NYSE,2462121728.0
AGCO,Agco Corp.,NYSE,7871346176.0
AGD,Alpine Global Dynamic Dividend Fund,NYSE,251386160.0
AGI,Alamos Gold Inc.,NYSE,8535926784.0
AGM,Federal Agricultural Mortgage Corp.,NYSE,2091556736.0
AGM-A,Federal Agricultural Mortgage  ,NYSE,2121201664.0
AGO,Assured Guaranty Ltd,NYSE,4833540096.0
AGRO,Adecoagro S.A.,NYSE,946355264.0
AHH,Armada Hoffler Properties Inc.,NYSE,1005491200.0
AHT-PD,Ashford Hospitality Trust Inc 8,NYSE,236328000.0
AI,Arlington Asset Investment Corp,NYSE,4201065728.0
AIG,American International Group,NYSE,47468822528.0
AIN,Albany International Corp.,NYSE,2528727040.0
AIR,Aar ,NYSE,2511148800.0
AIT,Applied Industrial Technologies,NYSE,9763104768.0
AIV,Apartment Investment And Management,NYSE,1270714624.0
AIZ,Assurant,NYSE,11110389760.0
AJG,Arthur J. Gallagher & Co.,NYSE,73735602176.0
AKR,Acadia Realty Trust,NYSE,3087855360.0
AL,Air Lease Corporation Class A C,NYSE,5159227904.0
ALB,Albemarle Corp.,NYSE,10163189760.0
ALE,Allete,NYSE,3784253440.0
ALEX,Alexander And Baldwin Inc,NYSE,1313653120.0
ALG,Alamo Group,NYSE,2293348608.0
ALK,Alaska Air Group,NYSE,8777153536.0
ALL,Allstate Corporation,NYSE,50863362048.0
ALSN,Allison Transmission Holdings,NYSE,10040449024.0
ALV,Autoliv,NYSE,7846630912.0
ALX,Alexander's,NYSE,975530752.0
AM,American Greetings Corp.,NYSE,7513419776.0
AMD,Advanced Micro Devices,NYSE,185260146688.0
AME,Amtek,NYSE,42336301056.0
AMG,Affiliated Managers Group  ,NYSE,5711153152.0
AMH,American Homes 4 Rent,NYSE,14773027840.0
AMP,Ameriprise Financial Services,NYSE,55349743616.0
AMRC,Ameresco Inc,NYSE,1140106496.0
AMT,American Tower Corp.,NYSE,87686774784.0
AMTD,TD Ameritrade Holding Corp.,NYSE,1051232384.0
AMX,American Movil S.A.B. De C.V.,NYSE,43308240896.0
AN,Autonation,NYSE,7408288768.0
ANF,Abercrombie & Fitch Company,NYSE,6055805952.0
AOD,Alpine Total Dynamic Dividend,NYSE,912505280.0
AON,Aon Plc,NYSE,80838066176.0
AOS,Smith [A.O.] Corp.,NYSE,10196048896.0
AP,Ampco-Pittsburgh Corp.,NYSE,50436692.0
APA,Apache Corp.,NYSE,8586469888.0
APAM,Artisan Partners Asset Manageme,NYSE,3148905472.0
APD,Air Products And Chemicals,NYSE,72819113984.0
APH,Amphenol Corp.,NYSE,82126151680.0
APO,Apollo Global Management LLc C,NYSE,95628558336.0
ARDC,Ares Dynamic Credit Allocation,NYSE,346703968.0
ARE,Alexandria Real Estate Equities,NYSE,17203570688.0
ARI,Apollo Commercial Real Estate,NYSE,1258774272.0
ARL,American Realty Investors,NYSE,241149360.0
ARR,Armour Residential R,NYSE,1039650816.0
ARW,Arrow Electronics,NYSE,6115737600.0
ASA,Asa Gold And Precious Metals,NYSE,431165984.0
ASC,Ardmore Shipping Corporation,NYSE,473048384.0
ASG,Liberty All-Star Growth Fund,NYSE,346195488.0
ASGN,On Assignment,NYSE,4210050048.0
ASH,Ashland Inc.,NYSE,3381183488.0
ASR,Grupo Aeroporuario Del Sureste,NYSE,8028369920.0
ASX,Advanced Semiconductor Engineering,NYSE,21177389056.0
ATI,Allagheny Technologies Inc.,NYSE,8162033152.0
ATO,Atmos Energy Llc,NYSE,22042724352.0
ATR,Aptargroup,NYSE,10625967104.0
AU,Anglogold Ashanti Ltd,NYSE,13929743360.0
AVA,Avista Corp.,NYSE,2890172160.0
AVB,Avalonbay Communities,NYSE,31376058368.0
AVD,American Vanguard Corp.,NYSE,167545008.0
AVK,Advent Claymore Convertible Securities,NYSE,536406688.0
AVT,Avnet,NYSE,4557447168.0
AVY,Avery Dennison Corp.,NYSE,15625767936.0
AWF,Alliance World Dollar Fund II,NYSE,935161088.0
AWI,Armstrong World Industries Inc,NYSE,6528422400.0
AWK,American Water Works,NYSE,24715483136.0
AWP,Alpine Global Premier Propertie,NYSE,341232768.0
AWR,American States Water Company,NYSE,2854610944.0
AXL,American Axle & Manufacturing,NYSE,682557696.0
AXP,American Express Company,NYSE,221761798144.0
AXR,Amrep Corp.,NYSE,155451024.0
AXS,Axis Capital Holdings,NYSE,7597165568.0
AYI,Acuity Brands Inc,NYSE,10139325440.0
AZN,Astrazeneca Plc,NYSE,216704172032.0
AZO,Autozone,NYSE,56327274496.0
AZZ,Azz Inc.,NYSE,2551641088.0
BCC,Boise Cascade L.L.C. Common ST,NYSE,4915788800.0
BCE,Bce,NYSE,21999704064.0
BCH,Banco De Chile,NYSE,12226844672.0
BCO,Brink's Company,NYSE,4156094464.0
BCS,Barclays Plc,NYSE,52177166336.0
BCX,Blackrock Resources Common Shar,NYSE,730562816.0
BDC,Belden Inc,NYSE,4614103552.0
BDJ,Blackrock Enhanced Dividend Achievers,NYSE,1589782400.0
BDN,Brandywine Realty Trust,NYSE,935182848.0
BDX,Becton Dickinson And Company,NYSE,72594800640.0
BEAM,Beam Inc,NYSE,2085044992.0
BEN,Franklin Resources,NYSE,10801909760.0
BEP,Brookfield Renewable,NYSE,13525736448.0
BERY,Berry Plastics Group Inc.,NYSE,8016347136.0
BFAM,Bright Horizons Family Solutions Inc.,NYSE,7050058240.0
BFK,Blackrock Florida Muni 2020 Trust,NYSE,441179296.0
BFS,Saul Centers,NYSE,1284737664.0
BFZ,Blackrock California Muni Trust,NYSE,337614208.0
BG,Bunge Limited,NYSE,10920227840.0
BGB,Blackstone / Gso Strategic Cre,NYSE,552096640.0
BGC,General Cable Corp.,NYSE,4604405248.0
BGH,Babson Capital Global Short Du,NYSE,319624320.0
BGR,Blackrock Energy And Resources Trust,NYSE,344318976.0
BGS,B&G Foods Holdings,NYSE,533564704.0
BGT,Blackrock Global,NYSE,286415936.0
BGX,Blacstone Gso Long Short Credit Fund,NYSE,161494528.0
BGY,Blackrock International,NYSE,527229376.0
BH,Biglari Holdings Inc.,NYSE,687010944.0
BHE,Benchmark Electronics,NYSE,1551466368.0
BHK,Blackrock Core Trust,NYSE,565680192.0
BHLB,Berkshire Hills Bancorp,NYSE,1230394240.0
BHP,Bhp Billiton Limited,NYSE,123271184384.0
BIO,Bio-Rad Laboratories,NYSE,10368244736.0
BIOA,Bioamber Inc.,NYSE,188564176.0
BIP,Brookfield Infrastructure Partners Lp,NYSE,15155323904.0
BIT,Blackrock Multi-Sector Income T,NYSE,568727616.0
BK,Bank Of New York Mellon Corp.,NYSE,61978845184.0
BKD,Brookdale Senior Living Inc.,NYSE,1002041408.0
BKE,Buckle,NYSE,2432572672.0
BKH,Black Hills Corp.,NYSE,4233197056.0
BKN,Blackrock Investment Quality Municipal,NYSE,196834352.0
BKT,Blackrock Income Trust Inc.,NYSE,246958384.0
BKU,Bankunited,NYSE,3065431808.0
BLK,Blackrock,NYSE,161256931328.0
BLW,Blackrock Limited Duration Income Trust,NYSE,508510464.0
BLX,Banco Latinoamericano De Comercio,NYSE,1379746560.0
BMA,Banco Macro S.A.,NYSE,7054631424.0
BME,Blackrock Health Sciences Trust,NYSE,538836096.0
BMI,Badger Meter,NYSE,6093308416.0
BMO,Bank Of Montreal,NYSE,72966103040.0
BMR,Biomed Realty Trust,NYSE,56773276.0
BMY,Bristol-Myers Squibb Company,NYSE,120190353408.0
BNS,Bank Of Nova Scotia,NYSE,70917545984.0
BNY,Blackrock New York Muni Trust Inc.,NYSE,248406128.0
BOE,Blackrock Global,NYSE,669395136.0
BOH,Bank Of Hawaii Corp.,NYSE,2971774208.0
BP,Bp P.L.C.,NYSE,81921228800.0
BR,Broadridge Financial Solutions Llc,NYSE,28195790848.0
BRC,Brady Corp.,NYSE,3627069184.0
BRFS,Brf-Brasil Foods S.A.,NYSE,6134879232.0
BRO,Brown & Brown,NYSE,30292961280.0
BRT,Brt Realty Trust,NYSE,325343776.0
BRY,Berry Petroleum Company,NYSE,349303072.0
BSAC,Banco Santander-Chile Ads,NYSE,9362170880.0
BSBR,Banco Santander Brasil Sa,NYSE,32303833088.0
BSL,Blackstone Gso Senior Floating Rate,NYSE,185761376.0
BSX,Boston Scientific Corp.,NYSE,151432347648.0
BTA,Blackrock Long-Term Muni Advantage Trust,NYSE,130905968.0
BTE,Baytex Energy Corp,NYSE,1936748032.0
BTO,John Hancock Bank And Thrift Fund,NYSE,736407488.0
BTT,Blackrock Municipal Target Term,NYSE,1370962816.0
BTU,Peabody Energy Corp.,NYSE,2230739968.0
BTZ,Blackrock Preferred,NYSE,998105472.0
BUD,Anheuser-Busch Inbev Sa,NYSE,95705341952.0
BUI,Blackrock Utility And Infrastr,NYSE,516884768.0
BVN,Compania Mina Beunaventura S.A.,NYSE,3170169088.0
BWA,Borgwarner Inc.,NYSE,7134540800.0
BWG,Legg Mason Bw Global Income Op,NYSE,139036096.0
BXC,Bluelinx Holdings Inc.,NYSE,911191616.0
BXMT,Blackstone Mortgage Trust Inc. CI A,NYSE,3141480192.0
BXP,Boston Properties,NYSE,12993472512.0
BYD,Boyd Gaming Corp.,NYSE,6787399168.0
BYM,Blackrock Muni Income Quality Trust,NYSE,287526624.0
BZ,Boise Inc,NYSE,6138700288.0
BZH,Beazer Homes USA,NYSE,865562880.0
C,Citigroup Inc.,NYSE,150627893248.0
CACI,Caci International,NYSE,9171003392.0
CAE,Cae Inc,NYSE,7695573504.0
CAF,Morgan Stanley China A Share Fun Inc.,NYSE,217308160.0
CAG,Conagra Foods,NYSE,12353041408.0
CAH,Cardinal Health,NYSE,31538745344.0
CALX,Calix Inc,NYSE,2481213184.0
CAT,Caterpillar,NYSE,189161816064.0
CATO,Cato Corp.,NYSE,73319944.0
CB,Chubb Corp.,NYSE,110882185216.0
CBL,Cbl & Associated Properties,NYSE,870051456.0
CBT,Cabot Corp.,NYSE,4805999616.0
CBU,Communitiy Bank System,NYSE,3483461376.0
CBZ,Cbiz,NYSE,4320676352.0
CCG,Campus Crest Communities,NYSE,71729880.0
CCI,Crown Castle International Corp.,NYSE,39487574016.0
CCJ,Cameco Corp.,NYSE,20836849664.0
CCK,Crown Cork & Seal Company,NYSE,10684334080.0
CCL,Carnival Corp.,NYSE,35983081472.0
CCO,Clear Channel Outdoor Holdings,NYSE,714053952.0
CCU,Compania Cervecerias Unidas S.A.,NYSE,2178214400.0
CCZ,Comcast Corp.,NYSE,59647324160.0
CDE,Coeur D'Alene Mines Corp.,NYSE,2412142080.0
CE,Celanese Corp.,NYSE,7984148480.0
CEE,Central Europe And Russia Fund,NYSE,82695240.0
CF,Cf Industries Holdings,NYSE,15694864384.0
CFR,Cullen/Frost Bankers,NYSE,9020151808.0
CHD,Church & Dwight Company,NYSE,26616582144.0
CHE,Chemed,NYSE,8387409408.0
CHH,Choice Hotels International,NYSE,6988719104.0
CHN,China Fund,NYSE,116214288.0
CHT,Chunghwa Telecom Co Ltd,NYSE,30463506432.0
CI,Cigna Corp.,NYSE,84408303616.0
CIA,Citizens,NYSE,233063824.0
CIB,Bancolombia S.A.,NYSE,8975767552.0
CIG,Comp En De Mn Cemig Ads,NYSE,5730907136.0
CII,Blackrock Capital And Income Strategies,NYSE,865363712.0
CIM,Chimera Investment Corp.,NYSE,1180779392.0
CL,Colgate-Palmolive Company,NYSE,74748338176.0
CLB,Core Laboratories N.V.,NYSE,877027904.0
CLDT,Catham Lodging Trust [Reit],NYSE,451459264.0
CLF,Cliffs Natual Resources Inc.,NYSE,5058579456.0
CLH,Clean Harbors,NYSE,12801574912.0
CLS,Celestica,NYSE,10724808704.0
CLW,Clearwater Paper Corp.,NYSE,530166400.0
CLX,Clorox Company,NYSE,19864375296.0
CM,Canadian Imperial Bank Of Commerce,NYSE,60849152000.0
CMA,Comerica Inc.,NYSE,8268254208.0
CMC,Commercial Metals Company,NYSE,5740057088.0
CMG,Chipotle Mexican Grill,NYSE,78681939968.0
CMI,Cummmins Inc.,NYSE,47827136512.0
CMP,Compass Minerals Intl Inc,NYSE,475816640.0
CMRE,Costamare Inc.,NYSE,1381881472.0
CMS,Cms Energy Corp.,NYSE,19752675328.0
CMU,Colonial Muni Income Trust,NYSE,89857024.0
CAN,Can Financial Corp.,NYSE,539092928.0
CNC,Centene Corp.,NYSE,33023322112.0
CNH,Cnh Global N.V.,NYSE,16567719936.0
CNI,Canadian National Railway Company,NYSE,66938904576.0
CNK,Cinemark Holdings Inc,NYSE,3538795776.0
CNL,Cleco Power Llc,NYSE,385682912.0
CNO,Cno Financial Group,NYSE,4154162176.0
CNP,Centerpoint Energy Inc,NYSE,21122471936.0
CNQ,Canadian Natural Resources,NYSE,64070098944.0
CNS,Cohn & Steers Inc,NYSE,4589890048.0
CNX,Consol Energy Inc.,NYSE,4187798272.0
CODI,Compass Diversified Holdings,NYSE,1643924480.0
COF,Capital One Financial Corp.,NYSE,77942472704.0
COO,Cooper Companies,NYSE,19856513024.0
COP,Conocophillips,NYSE,131716751360.0
COR,Coresite Realty Corp.,NYSE,49634893824.0
COTY,Coty Inc,NYSE,6502487552.0
CP,Canadian Pacific Railway,NYSE,74266263552.0
CPA,Copa Holdings S.A.,NYSE,3818237440.0
CPAC,Cementos Pacasmayo S.A.A.,NYSE,488288032.0
CFB,Campbell Soup Company,NYSE,768324608.0
CPF,Cpb Inc.,NYSE,774856640.0
CPK,Chesapeake Utilities Corp.,NYSE,2795619840.0
CPT,Camden Property Trust,NYSE,12172302336.0
CR,Crane Company,NYSE,9912599552.0
CRH,Crh Plc,NYSE,66829021184.0
CRI,Carter's,NYSE,1990422912.0
CRK,Comstock Resources,NYSE,5436054528.0
CRL,Charles River Laboratories Intl,NYSE,8477359104.0
CRM,Salesforce.Com Inc,NYSE,350453399552.0
CRS,Carpenter Technology Corp.,NYSE,10147175424.0
CRT,Cross Timbers Royalty Trust,NYSE,66481200.0
CSL,Carlisle Companies Inc.,NYSE,17847703552.0
CSTM,Constellium N.V.,NYSE,1461197312.0
CSV,Carriage Services,NYSE,618210112.0
CSX,Csx Corp.,NYSE,64332091392.0
CTS,Cts Corp.,NYSE,1541612416.0
CUB,Cubic Corp.,NYSE,310347008.0
CUBE,Cubesmart  ,NYSE,9607015424.0
CUK,Carnival Plc Ads,NYSE,32272893952.0
CUZ,Cousins Properties Inc.,NYSE,5147315200.0
CVE,Cenovus Energy Inc,NYSE,26540972032.0
CVI,Cvr Energy Inc.,NYSE,2008609280.0
CVS,Cvs Corp.,NYSE,71660158976.0
CVX,Chevron Corp.,NYSE,278554509312.0
CW,Curtiss-Wright Corp.,NYSE,12798410752.0
CWH,Commonwealth REIT,NYSE,1379283584.0
CWT,California Water Service Group Holding,NYSE,2690572288.0
CX,Cemex S.A.B. De C.V. Sponsored,NYSE,8581233664.0
CXE,Colonial High Income Muni Trust,NYSE,116960720.0
CXH,Colonial Investment Grade Muni Trust,NYSE,65622456.0
CXW,Corrections Corporation Of America,NYSE,2212036096.0
CYD,China Yuchai International,NYSE,407823904.0
CYH,Community Health Systems,NYSE,477286368.0
D,Dominion Resources,NYSE,46376951808.0
DAC,Danaos Corp.,NYSE,1487407360.0
DAL,Delta Air Lines Inc.,NYSE,43401601024.0
DAN,Dana Holding Corp.,NYSE,2274720512.0
DAR,Darling International Inc.,NYSE,5652566016.0
DB,Deutsche Bank Ag,NYSE,39150145536.0
DBD,Diebold Inc.,NYSE,1639095552.0
DBL,Doubleline Opportunistic Credi,NYSE,287057856.0
DCI,Donaldson Company,NYSE,8504253952.0
DCO,Ducommun Inc.,NYSE,1019623872.0
DD,E.I. Du Pont De Nemours And Company,NYSE,32063416320.0
DDD,3D Systems Corp.,NYSE,530952288.0
DDS,Dillard's,NYSE,7629880832.0
DE,Deere & Company,NYSE,132229144576.0
DEI,Douglas Emmett,NYSE,3547908864.0
DEO,Diageo Plc,NYSE,69453488128.0
DFP,Flaherty & Crumrine Dynamic,NYSE,417775744.0
DFS,Discover Financial Services,NYSE,50709536768.0
DG,Dollar General Corp.,NYSE,15875796992.0
DGX,Quest Diagnostics Inc.,NYSE,17656377344.0
DHF,Dreyfus High Yield Strategies Fund,NYSE,189122160.0
DHI,D.R. Horton,NYSE,46536245248.0
DHR,Danaher Corp.,NYSE,181218787328.0
DHT,Dht Holdings,NYSE,1772067456.0
DHX,Dice Holdings,NYSE,130497216.0
DIN,Dineequity Inc,NYSE,476453120.0
DIS,Walt Disney Company,NYSE,202719330304.0
DK,Dalek US Holdings,NYSE,1189380096.0
DKL,Delek Logistics Partners Lp,NYSE,2322720768.0
DKS,Dick's Sporting Goods Inc,NYSE,20235032576.0
DLB,Dolby Laboratories,NYSE,7807635968.0
DLR,Digital Realty Trust,NYSE,53718757376.0
DLX,Deluxe Corp.,NYSE,1025786880.0
DMB,Dreyfus Munipal Bond Indrastr,NYSE,191790528.0
DMO,Western Asset Mortgage Defined Opp,NYSE,133186944.0
DNB,Dun & Bradstreet Corp.,NYSE,5254147072.0
DNP,Duff & Phelps Utilities Income,NYSE,3423473152.0
DOC,Physicians Realty Trust,NYSE,14691800064.0
DOLE,Dole Food Company,NYSE,1304514688.0
DOV,Dover Corp.,NYSE,26833383424.0
DOW,DOW Chemical Company,NYSE,29176334336.0
DOX,Amdocs Limited,NYSE,9852483584.0
DPG,Duff & Phelps Global Utility I,NYSE,441082208.0
DPZ,Domino's Pizza Inc,NYSE,15026520064.0
DQ,Daqq New Energy,NYSE,1145867904.0
DRD,Drdgold Limited,NYSE,833155712.0
DRH,Diamondrock Hospitality Company,NYSE,1909852032.0
DRI,Darden Resorts International,NYSE,22620499968.0
DSL,Doubleline Income Solutions Fun,NYSE,1397996800.0
DSM,Dreyfus Strategic Muni Bond Fund,NYSE,287180736.0
DSU,Blackrock Debt Strategies Fund,NYSE,505815712.0
DSX,Diana Shipping Inc.,NYSE,205307920.0
DTE,Dte Energy Company,NYSE,24680224768.0
DTF,Duff & Phelps Utilities Tax-Free Income,NYSE,79082664.0
FBP,First Bancorp.,NYSE,3429778176.0
FC,Franklin Covey Company,NYSE,478898336.0
FCF,First Commonwealth Financial Corp.,NYSE,1707409792.0
FCN,Fti Consulting,NYSE,7259670528.0
FCT,Senior Floating Rate II,NYSE,269710304.0
FCX,Freeport-Mcmoran Copper & Gold,NYSE,52067160064.0
FDP,Fresh Del Monte Produce,NYSE,1531743744.0
FDS,Factset Research Systems Inc.,NYSE,18104371200.0
FDX,Fedex Corp.,NYSE,67493679104.0
FE,Firstenergy Corp.,NYSE,23277443072.0
FET,Forum Energy Technologies Inc,NYSE,214289136.0
FF,Futurefuel Corp.,NYSE,243979824.0
FFA,First Trust Enhanced Equity Income Fund,NYSE,413353920.0
FFC,Flaherty Crumrine/Claymore Preferred,NYSE,765065088.0
FGB,Ferrellgas-Partners L.P.,NYSE,63792144.0
FHN,First Tennessee National Corp.,NYSE,11079980032.0
FI,Frank's International N.V.,NYSE,121347571712.0
FICO,Fair Isaac And Company Inc.,NYSE,45519134720.0
FIX,Comfort Systems USA,NYSE,14597058560.0
FL,Footlocker Inc,NYSE,1907266816.0
FLC,Flaherty & Crumrine/Claymore Total,NYSE,178036432.0
FLO,Flowers Foods,NYSE,4207747840.0
FLR,Fluor Corp.,NYSE,8047530496.0
FLS,Flowserve Corp.,NYSE,7917860864.0
FMC,Fmc Corp.,NYSE,7075704320.0
FMN,Federated Premier Muni,NYSE,126870040.0
